REPORT_DATE,AGE_GROUP,ENGAGEMENT_CATEGORY,CITYWIDE_COUNT
03/03/2023,18-20 Years,OTHER WORK ACTIVITY,1
03/03/2023,18-20 Years,PREGNANT,1
03/03/2023,18-20 Years,RECEIVING SSI,14
03/03/2023,18-20 Years,SSI PENDING/APPEALING,1
03/03/2023,18-20 Years,STUDENT OVER AGE 15,8
03/03/2023,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,12
03/03/2023,18-20 Years,SUBSTANCE ABUSE TREATMENT,2
03/03/2023,18-20 Years,TEMP. INCAPACITATED - HEALTH,29
03/03/2023,18-20 Years,TEMPORARILY EXEMPT,25
03/03/2023,18-20 Years,UNDERCARE AWAITING SCHEDULING,153
03/03/2023,18-20 Years,UNENGAGED,4
03/03/2023,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,9
03/03/2023,18-20 Years,WECARE VOCATIONAL REHABILITAT,3
03/03/2023,21-24 Years,ACTIVE SINGLE ISSUE CASES,599
03/03/2023,21-24 Years,ASSIGNED JOB SEARCH,6063
03/03/2023,21-24 Years,AWAITING CONCILIATION SCHED.,5
03/03/2023,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,410
03/03/2023,21-24 Years,CHILD UNDER 3 MONTHS,7
03/03/2023,21-24 Years,DASIS CASES,330
03/03/2023,21-24 Years,EDUCATION/TRAINING,321
03/03/2023,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,28
03/03/2023,21-24 Years,EMPLOYMENT- GRANT DIVERSION,113
03/03/2023,21-24 Years,EMPLOYMENT-BUDGETED,980
03/03/2023,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,168
03/03/2023,21-24 Years,FAIR HEARING (NOT CONTESTING),2
03/03/2023,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,3551
03/03/2023,21-24 Years,NEEDED AT HOME,6
03/03/2023,21-24 Years,OTHER WORK ACTIVITY,11
03/03/2023,21-24 Years,PENDING CASAC SCHEDULING/OUT,3
03/03/2023,21-24 Years,PENDING SUITABLE WEP ASSIGN.,3
03/03/2023,21-24 Years,PENDING WECARE SCHEDULING/OUT,1
03/03/2023,21-24 Years,RECEIVING SSI,47
03/03/2023,21-24 Years,SSI PENDING/APPEALING,20
03/03/2023,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,29
03/03/2023,21-24 Years,SUBSTANCE ABUSE TREATMENT,14
03/03/2023,21-24 Years,TEMP. INCAPACITATED - HEALTH,190
03/03/2023,21-24 Years,TEMPORARILY EXEMPT,152
03/03/2023,21-24 Years,UNDERCARE AWAITING SCHEDULING,660
03/03/2023,21-24 Years,UNENGAGED,20
03/03/2023,21-24 Years,WECARE & SUBSTANCE ABUSE,1
03/03/2023,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,73
03/03/2023,21-24 Years,WECARE VOCATIONAL REHABILITAT,43
02/07/2023,16-17 Years,ACTIVE SINGLE ISSUE CASES,3
02/07/2023,16-17 Years,EMPLOYMENT-BUDGETED,2
02/07/2023,16-17 Years,IN ENGAGEMENT REVIEW PROCESS,1
02/07/2023,16-17 Years,RECEIVING SSI,1
02/07/2023,16-17 Years,STUDENT OVER AGE 15,12
02/07/2023,16-17 Years,SUBSTANCE ABUSE RESIDENTIAL,1
02/07/2023,16-17 Years,UNDERCARE AWAITING SCHEDULING,1
02/07/2023,16-17 Years,UNENGAGED,1
02/07/2023,18-20 Years,ACTIVE SINGLE ISSUE CASES,163
02/07/2023,18-20 Years,ASSIGNED JOB SEARCH,1000
02/07/2023,18-20 Years,AWAITING CONCILIATION SCHED.,1
02/07/2023,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,64
02/07/2023,18-20 Years,DASIS CASES,45
02/07/2023,18-20 Years,EDUCATION/TRAINING,42
02/07/2023,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,3
02/07/2023,18-20 Years,EMPLOYMENT- GRANT DIVERSION,18
02/07/2023,18-20 Years,EMPLOYMENT-BUDGETED,105
02/07/2023,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,19
02/07/2023,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,836
02/07/2023,18-20 Years,RECEIVING SSI,10
02/07/2023,18-20 Years,SSI PENDING/APPEALING,2
02/07/2023,18-20 Years,STUDENT OVER AGE 15,9
02/07/2023,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,12
02/07/2023,18-20 Years,SUBSTANCE ABUSE TREATMENT,2
02/07/2023,18-20 Years,TEMP. INCAPACITATED - HEALTH,41
02/07/2023,18-20 Years,TEMPORARILY EXEMPT,18
02/07/2023,18-20 Years,UNDERCARE AWAITING SCHEDULING,160
02/07/2023,18-20 Years,UNENGAGED,6
02/07/2023,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,10
02/07/2023,18-20 Years,WECARE VOCATIONAL REHABILITAT,2
02/07/2023,18-20 Years,WELLNESS/REHAB PROGRAM,1
02/07/2023,21-24 Years,ACTIVE SINGLE ISSUE CASES,559
02/07/2023,21-24 Years,ASSIGNED JOB SEARCH,5882
02/07/2023,21-24 Years,AWAITING CONCILIATION SCHED.,4
02/07/2023,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,369
02/07/2023,21-24 Years,CHILD UNDER 3 MONTHS,9
02/07/2023,21-24 Years,DASIS CASES,322
02/07/2023,21-24 Years,EDUCATION/TRAINING,325
02/07/2023,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,26
02/07/2023,21-24 Years,EMPLOYMENT- GRANT DIVERSION,106
02/07/2023,21-24 Years,EMPLOYMENT-BUDGETED,939
02/07/2023,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,157
02/07/2023,21-24 Years,FAIR HEARING (NOT CONTESTING),2
02/07/2023,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,3299
02/07/2023,21-24 Years,NEEDED AT HOME,6
02/07/2023,21-24 Years,OTHER WORK ACTIVITY,12
02/07/2023,21-24 Years,PENDING WECARE SCHEDULING/OUT,1
02/07/2023,21-24 Years,RECEIVING SSI,45
02/07/2023,21-24 Years,SSI PENDING/APPEALING,22
02/07/2023,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,27
02/07/2023,21-24 Years,SUBSTANCE ABUSE TREATMENT,11
02/07/2023,21-24 Years,TEMP. INCAPACITATED - HEALTH,191
02/07/2023,21-24 Years,TEMPORARILY EXEMPT,119
02/07/2023,21-24 Years,UNDERCARE AWAITING SCHEDULING,671
02/07/2023,21-24 Years,UNENGAGED,13
02/07/2023,21-24 Years,WECARE & SUBSTANCE ABUSE,1
02/07/2023,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,84
02/07/2023,21-24 Years,WECARE VOCATIONAL REHABILITAT,49
02/07/2023,21-24 Years,WELLNESS/REHAB PROGRAM,1
02/07/2023,Unknown,STUDENT OVER AGE 15,1
01/04/2023,21-24 Years,UNENGAGED,16
01/04/2023,16-17 Years,ACTIVE SINGLE ISSUE CASES,3
01/04/2023,16-17 Years,EMPLOYMENT-BUDGETED,3
01/04/2023,16-17 Years,IN ENGAGEMENT REVIEW PROCESS,2
01/04/2023,16-17 Years,RECEIVING SSI,1
01/04/2023,16-17 Years,STUDENT OVER AGE 15,19
01/04/2023,16-17 Years,SUBSTANCE ABUSE RESIDENTIAL,2
01/04/2023,16-17 Years,UNENGAGED,1
01/04/2023,18-20 Years,ACTIVE SINGLE ISSUE CASES,156
01/04/2023,18-20 Years,ASSIGNED JOB SEARCH,942
01/04/2023,18-20 Years,AWAITING CONCILIATION SCHED.,1
01/04/2023,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,59
01/04/2023,18-20 Years,DASIS CASES,45
01/04/2023,18-20 Years,EDUCATION/TRAINING,46
01/04/2023,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,3
01/04/2023,18-20 Years,EMPLOYMENT- GRANT DIVERSION,20
01/04/2023,18-20 Years,EMPLOYMENT-BUDGETED,112
01/04/2023,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,16
01/04/2023,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,982
01/04/2023,18-20 Years,PREGNANT,1
01/04/2023,18-20 Years,RECEIVING SSI,14
01/04/2023,18-20 Years,SSI PENDING/APPEALING,1
01/04/2023,18-20 Years,STUDENT OVER AGE 15,13
01/04/2023,18-20 Years,SUBSTANCE ABUSE & JOB SEARCH,1
01/04/2023,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,11
01/04/2023,18-20 Years,SUBSTANCE ABUSE TREATMENT,1
01/04/2023,18-20 Years,TEMP. INCAPACITATED - HEALTH,55
01/04/2023,18-20 Years,TEMPORARILY EXEMPT,24
01/04/2023,18-20 Years,UNDERCARE AWAITING SCHEDULING,109
01/04/2023,18-20 Years,UNENGAGED,5
01/04/2023,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,8
01/04/2023,18-20 Years,WECARE VOCATIONAL REHABILITAT,2
01/04/2023,18-20 Years,WELLNESS/REHAB PROGRAM,1
01/04/2023,21-24 Years,ACTIVE SINGLE ISSUE CASES,560
01/04/2023,21-24 Years,ASSIGNED JOB SEARCH,6130
01/04/2023,21-24 Years,AWAITING CONCILIATION SCHED.,3
01/04/2023,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,336
01/04/2023,21-24 Years,CHILD UNDER 3 MONTHS,6
01/04/2023,21-24 Years,DASIS CASES,314
01/04/2023,21-24 Years,EDUCATION/TRAINING,341
01/04/2023,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,28
01/04/2023,21-24 Years,EMPLOYMENT- GRANT DIVERSION,108
01/04/2023,21-24 Years,EMPLOYMENT-BUDGETED,898
01/04/2023,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,147
01/04/2023,21-24 Years,FAIR HEARING (NOT CONTESTING),3
01/04/2023,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,3338
01/04/2023,21-24 Years,NEEDED AT HOME,10
01/04/2023,21-24 Years,OTHER WORK ACTIVITY,11
01/04/2023,21-24 Years,PENDING CASAC SCHEDULING/OUT,2
01/04/2023,21-24 Years,PENDING SUITABLE WEP ASSIGN.,2
01/04/2023,21-24 Years,PENDING WECARE SCHEDULING/OUT,1
01/04/2023,21-24 Years,RECEIVING SSI,43
01/04/2023,21-24 Years,SSI PENDING/APPEALING,23
01/04/2023,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,28
01/04/2023,21-24 Years,SUBSTANCE ABUSE TREATMENT,14
01/04/2023,21-24 Years,TEMP. INCAPACITATED - HEALTH,214
01/04/2023,21-24 Years,TEMPORARILY EXEMPT,126
01/04/2023,21-24 Years,UNDERCARE AWAITING SCHEDULING,571
01/04/2023,21-24 Years,WECARE & SUBSTANCE ABUSE,1
01/04/2023,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,89
01/04/2023,21-24 Years,WECARE VOCATIONAL REHABILITAT,53
01/04/2023,21-24 Years,WELLNESS/REHAB PROGRAM,2
12/05/2022,16-17 Years,ACTIVE SINGLE ISSUE CASES,2
12/05/2022,16-17 Years,EMPLOYMENT-BUDGETED,2
12/05/2022,16-17 Years,IN ENGAGEMENT REVIEW PROCESS,3
12/05/2022,16-17 Years,RECEIVING SSI,1
12/05/2022,16-17 Years,STUDENT OVER AGE 15,21
12/05/2022,16-17 Years,SUBSTANCE ABUSE RESIDENTIAL,2
12/05/2022,16-17 Years,UNDERCARE AWAITING SCHEDULING,1
12/05/2022,18-20 Years,ACTIVE SINGLE ISSUE CASES,197
12/05/2022,18-20 Years,ASSIGNED JOB SEARCH,934
12/05/2022,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,42
12/05/2022,18-20 Years,DASIS CASES,44
12/05/2022,18-20 Years,EDUCATION/TRAINING,56
12/05/2022,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,1
12/05/2022,18-20 Years,EMPLOYMENT- GRANT DIVERSION,22
12/05/2022,18-20 Years,EMPLOYMENT-BUDGETED,101
12/05/2022,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,22
12/05/2022,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,1036
12/05/2022,18-20 Years,RECEIVING SSI,17
12/05/2022,18-20 Years,SSI PENDING/APPEALING,1
12/05/2022,18-20 Years,STUDENT OVER AGE 15,12
12/05/2022,18-20 Years,SUBSTANCE ABUSE & JOB SEARCH,1
12/05/2022,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,10
12/05/2022,18-20 Years,SUBSTANCE ABUSE TREATMENT,2
12/05/2022,18-20 Years,TEMP. INCAPACITATED - HEALTH,55
12/05/2022,18-20 Years,TEMPORARILY EXEMPT,25
12/05/2022,18-20 Years,UNDERCARE AWAITING SCHEDULING,128
12/05/2022,18-20 Years,UNENGAGED,4
12/05/2022,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,10
12/05/2022,18-20 Years,WECARE VOCATIONAL REHABILITAT,1
12/05/2022,18-20 Years,WELLNESS/REHAB PROGRAM,1
12/05/2022,21-24 Years,ACTIVE SINGLE ISSUE CASES,695
12/05/2022,21-24 Years,ASSIGNED JOB SEARCH,6117
12/05/2022,21-24 Years,AWAITING CONCILIATION SCHED.,4
12/05/2022,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,315
12/05/2022,21-24 Years,CHILD UNDER 3 MONTHS,4
12/05/2022,21-24 Years,DASIS CASES,311
12/05/2022,21-24 Years,EDUCATION/TRAINING,369
12/05/2022,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,31
12/05/2022,21-24 Years,EMPLOYMENT- GRANT DIVERSION,120
12/05/2022,21-24 Years,EMPLOYMENT-BUDGETED,829
12/05/2022,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,160
12/05/2022,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,3229
12/05/2022,21-24 Years,NEEDED AT HOME,12
12/05/2022,21-24 Years,OTHER WORK ACTIVITY,13
12/05/2022,21-24 Years,PENDING CASAC SCHEDULING/OUT,1
12/05/2022,21-24 Years,PENDING SUITABLE WEP ASSIGN.,1
12/05/2022,21-24 Years,PENDING WECARE SCHEDULING/OUT,1
12/05/2022,21-24 Years,RECEIVING SSI,39
12/05/2022,21-24 Years,SSI PENDING/APPEALING,23
12/05/2022,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,31
12/05/2022,21-24 Years,SUBSTANCE ABUSE TREATMENT,14
12/05/2022,21-24 Years,TEMP. INCAPACITATED - HEALTH,232
12/05/2022,21-24 Years,TEMPORARILY EXEMPT,134
12/05/2022,21-24 Years,UNDERCARE AWAITING SCHEDULING,559
12/05/2022,21-24 Years,UNENGAGED,19
12/05/2022,21-24 Years,WECARE & SUBSTANCE ABUSE,1
12/05/2022,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,73
12/05/2022,21-24 Years,WECARE VOCATIONAL REHABILITAT,71
12/05/2022,21-24 Years,WELLNESS/REHAB PROGRAM,2
11/03/2022,16-17 Years,ACTIVE SINGLE ISSUE CASES,2
11/03/2022,16-17 Years,EMPLOYMENT-BUDGETED,1
11/03/2022,16-17 Years,IN ENGAGEMENT REVIEW PROCESS,3
11/03/2022,16-17 Years,RECEIVING SSI,1
11/03/2022,16-17 Years,STUDENT OVER AGE 15,24
11/03/2022,16-17 Years,SUBSTANCE ABUSE RESIDENTIAL,2
11/03/2022,16-17 Years,TEMPORARILY EXEMPT,2
11/03/2022,18-20 Years,ACTIVE SINGLE ISSUE CASES,216
11/03/2022,18-20 Years,ASSIGNED JOB SEARCH,898
11/03/2022,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,29
11/03/2022,18-20 Years,DASIS CASES,46
11/03/2022,18-20 Years,EDUCATION/TRAINING,60
11/03/2022,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,1
11/03/2022,18-20 Years,EMPLOYMENT- GRANT DIVERSION,22
11/03/2022,18-20 Years,EMPLOYMENT-BUDGETED,106
11/03/2022,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,24
11/03/2022,18-20 Years,FAIR HEARING (NOT CONTESTING),1
11/03/2022,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,1044
11/03/2022,18-20 Years,PENDING SUITABLE WEP ASSIGN.,1
11/03/2022,18-20 Years,RECEIVING SSI,15
11/03/2022,18-20 Years,SSI PENDING/APPEALING,1
11/03/2022,18-20 Years,STUDENT OVER AGE 15,12
11/03/2022,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,10
11/03/2022,18-20 Years,SUBSTANCE ABUSE TREATMENT,3
11/03/2022,18-20 Years,TEMP. INCAPACITATED - HEALTH,56
11/03/2022,18-20 Years,TEMPORARILY EXEMPT,21
11/03/2022,18-20 Years,UNDERCARE AWAITING SCHEDULING,146
11/03/2022,18-20 Years,UNENGAGED,8
11/03/2022,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,8
11/03/2022,18-20 Years,WECARE VOCATIONAL REHABILITAT,2
11/03/2022,21-24 Years,ACTIVE SINGLE ISSUE CASES,739
11/03/2022,21-24 Years,ASSIGNED JOB SEARCH,5872
11/03/2022,21-24 Years,AWAITING CONCILIATION SCHED.,1
11/03/2022,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,192
11/03/2022,21-24 Years,CHILD UNDER 3 MONTHS,4
11/03/2022,21-24 Years,DASIS CASES,311
11/03/2022,21-24 Years,EDUCATION/TRAINING,361
11/03/2022,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,29
11/03/2022,21-24 Years,EMPLOYMENT- GRANT DIVERSION,121
11/03/2022,21-24 Years,EMPLOYMENT-BUDGETED,785
11/03/2022,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,151
11/03/2022,21-24 Years,FAIR HEARING (NOT CONTESTING),1
11/03/2022,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,3289
11/03/2022,21-24 Years,NEEDED AT HOME,13
11/03/2022,21-24 Years,OTHER WORK ACTIVITY,14
11/03/2022,21-24 Years,PENDING SUITABLE WEP ASSIGN.,1
11/03/2022,21-24 Years,PENDING WECARE SCHEDULING/OUT,1
11/03/2022,21-24 Years,RECEIVING SSI,41
11/03/2022,21-24 Years,SSI PENDING/APPEALING,23
11/03/2022,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,33
11/03/2022,21-24 Years,SUBSTANCE ABUSE TREATMENT,15
11/03/2022,21-24 Years,TEMP. INCAPACITATED - HEALTH,243
11/03/2022,21-24 Years,TEMPORARILY EXEMPT,141
11/03/2022,21-24 Years,UNDERCARE AWAITING SCHEDULING,594
11/03/2022,21-24 Years,UNENGAGED,11
11/03/2022,21-24 Years,WECARE & SUBSTANCE ABUSE,1
11/03/2022,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,77
11/03/2022,21-24 Years,WECARE VOCATIONAL REHABILITAT,76
11/03/2022,21-24 Years,WELLNESS/REHAB PROGRAM,2
10/04/2022,16-17 Years,AGE_UDH,36
10/04/2022,18-20 Years,AGE_UDH,1761
10/04/2022,21-24 Years,AGE_UDH,7720
10/04/2022,16-17 Years,ALL_GR,39
10/04/2022,18-20 Years,ALL_GR,2682
10/04/2022,21-24 Years,ALL_GR,12961
10/04/2022,18-20 Years,UNENGAGED,7
10/04/2022,16-17 Years,ACTIVE SINGLE ISSUE CASES,1
10/04/2022,16-17 Years,EMPLOYMENT-BUDGETED,3
10/04/2022,16-17 Years,IN ENGAGEMENT REVIEW PROCESS,3
10/04/2022,16-17 Years,RECEIVING SSI,1
10/04/2022,16-17 Years,STUDENT OVER AGE 15,27
10/04/2022,16-17 Years,SUBSTANCE ABUSE RESIDENTIAL,2
10/04/2022,16-17 Years,TEMPORARILY EXEMPT,2
10/04/2022,18-20 Years,ACTIVE SINGLE ISSUE CASES,110
10/04/2022,18-20 Years,ASSIGNED JOB SEARCH,895
10/04/2022,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,33
10/04/2022,18-20 Years,DASIS CASES,42
10/04/2022,18-20 Years,EDUCATION/TRAINING,68
10/04/2022,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,2
10/04/2022,18-20 Years,EMPLOYMENT- GRANT DIVERSION,18
10/04/2022,18-20 Years,EMPLOYMENT-BUDGETED,97
10/04/2022,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,18
10/04/2022,18-20 Years,FAIR HEARING (NOT CONTESTING),1
10/04/2022,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,890
10/04/2022,18-20 Years,RECEIVING SSI,20
10/04/2022,18-20 Years,SSI PENDING/APPEALING,1
10/04/2022,18-20 Years,STUDENT OVER AGE 15,247
10/04/2022,18-20 Years,SUBSTANCE ABUSE & JOB SEARCH,1
10/04/2022,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,10
10/04/2022,18-20 Years,SUBSTANCE ABUSE TREATMENT,2
10/04/2022,18-20 Years,TEMP. INCAPACITATED - HEALTH,53
10/04/2022,18-20 Years,TEMPORARILY EXEMPT,24
10/04/2022,18-20 Years,UNDERCARE AWAITING SCHEDULING,122
10/04/2022,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,19
10/04/2022,18-20 Years,WECARE VOCATIONAL REHABILITAT,2
10/04/2022,21-24 Years,ACTIVE SINGLE ISSUE CASES,408
10/04/2022,21-24 Years,ASSIGNED JOB SEARCH,5935
10/04/2022,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,183
10/04/2022,21-24 Years,CHILD UNDER 3 MONTHS,2
10/04/2022,21-24 Years,DASIS CASES,314
10/04/2022,21-24 Years,EDUCATION/TRAINING,352
10/04/2022,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,32
10/04/2022,21-24 Years,EMPLOYMENT- GRANT DIVERSION,134
10/04/2022,21-24 Years,EMPLOYMENT-BUDGETED,773
10/04/2022,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,152
10/04/2022,21-24 Years,FAIR HEARING (NOT CONTESTING),1
10/04/2022,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,3372
10/04/2022,21-24 Years,NEEDED AT HOME,14
10/04/2022,21-24 Years,OTHER WORK ACTIVITY,13
10/04/2022,21-24 Years,PENDING WECARE SCHEDULING/OUT,1
10/04/2022,21-24 Years,RECEIVING SSI,41
10/04/2022,21-24 Years,SSI PENDING/APPEALING,20
10/04/2022,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,33
10/04/2022,21-24 Years,SUBSTANCE ABUSE TREATMENT,14
10/04/2022,21-24 Years,TEMP. INCAPACITATED - HEALTH,236
10/04/2022,21-24 Years,TEMPORARILY EXEMPT,148
10/04/2022,21-24 Years,UNDERCARE AWAITING SCHEDULING,559
10/04/2022,21-24 Years,UNENGAGED,15
10/04/2022,21-24 Years,WECARE & SUBSTANCE ABUSE,1
10/04/2022,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,127
10/04/2022,21-24 Years,WECARE VOCATIONAL REHABILITAT,78
10/04/2022,21-24 Years,WELLNESS/REHAB PROGRAM,3
09/06/2022,16-17 Years,EMPLOYMENT-BUDGETED,3
09/06/2022,16-17 Years,IN ENGAGEMENT REVIEW PROCESS,1
09/06/2022,16-17 Years,STUDENT OVER AGE 15,32
09/06/2022,16-17 Years,SUBSTANCE ABUSE RESIDENTIAL,1
09/06/2022,16-17 Years,TEMPORARILY EXEMPT,1
09/06/2022,18-20 Years,ACTIVE SINGLE ISSUE CASES,58
09/06/2022,18-20 Years,ASSIGNED JOB SEARCH,891
09/06/2022,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,45
09/06/2022,18-20 Years,DASIS CASES,40
09/06/2022,18-20 Years,EDUCATION/TRAINING,68
09/06/2022,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,2
09/06/2022,18-20 Years,EMPLOYMENT- GRANT DIVERSION,18
09/06/2022,18-20 Years,EMPLOYMENT-BUDGETED,93
09/06/2022,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,15
09/06/2022,18-20 Years,FAIR HEARING (NOT CONTESTING),1
09/06/2022,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,857
09/06/2022,18-20 Years,PENDING SUITABLE WEP ASSIGN.,1
09/06/2022,18-20 Years,RECEIVING SSI,22
09/06/2022,18-20 Years,SSI PENDING/APPEALING,1
09/06/2022,18-20 Years,STUDENT OVER AGE 15,244
09/06/2022,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,10
09/06/2022,18-20 Years,SUBSTANCE ABUSE TREATMENT,2
09/06/2022,18-20 Years,TEMP. INCAPACITATED - HEALTH,68
09/06/2022,18-20 Years,TEMPORARILY EXEMPT,21
09/06/2022,18-20 Years,UNDERCARE AWAITING SCHEDULING,105
09/06/2022,18-20 Years,UNENGAGED,4
09/06/2022,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,10
09/06/2022,18-20 Years,WECARE VOCATIONAL REHABILITAT,2
09/06/2022,21-24 Years,ACTIVE SINGLE ISSUE CASES,223
09/06/2022,21-24 Years,ASSIGNED JOB SEARCH,5602
09/06/2022,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,214
09/06/2022,21-24 Years,CHILD UNDER 3 MONTHS,4
09/06/2022,21-24 Years,DASIS CASES,322
09/06/2022,21-24 Years,EDUCATION/TRAINING,312
09/06/2022,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,31
09/06/2022,21-24 Years,EMPLOYMENT- GRANT DIVERSION,126
09/06/2022,21-24 Years,EMPLOYMENT-BUDGETED,738
09/06/2022,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,139
09/06/2022,21-24 Years,FAIR HEARING (NOT CONTESTING),3
09/06/2022,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,3533
09/06/2022,21-24 Years,NEEDED AT HOME,15
09/06/2022,21-24 Years,OTHER WORK ACTIVITY,10
09/06/2022,21-24 Years,PENDING CASAC SCHEDULING/OUT,2
09/06/2022,21-24 Years,PENDING SUITABLE WEP ASSIGN.,1
09/06/2022,21-24 Years,PENDING WECARE SCHEDULING/OUT,1
09/06/2022,21-24 Years,RECEIVING SSI,44
09/06/2022,21-24 Years,SSI PENDING/APPEALING,21
09/06/2022,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,34
09/06/2022,21-24 Years,SUBSTANCE ABUSE TREATMENT,13
09/06/2022,21-24 Years,TEMP. INCAPACITATED - HEALTH,255
09/06/2022,21-24 Years,TEMPORARILY EXEMPT,141
09/06/2022,21-24 Years,UNDERCARE AWAITING SCHEDULING,573
09/06/2022,21-24 Years,UNENGAGED,20
09/06/2022,21-24 Years,WECARE & SUBSTANCE ABUSE,2
09/06/2022,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,124
09/06/2022,21-24 Years,WECARE VOCATIONAL REHABILITAT,90
09/06/2022,21-24 Years,WELLNESS/REHAB PROGRAM,1
08/03/2022,16-17 Years,ACTIVE SINGLE ISSUE CASES,2
08/03/2022,16-17 Years,DASIS CASES,2
08/03/2022,16-17 Years,EMPLOYMENT-BUDGETED,3
08/03/2022,16-17 Years,STUDENT OVER AGE 15,33
08/03/2022,16-17 Years,SUBSTANCE ABUSE RESIDENTIAL,1
08/03/2022,16-17 Years,TEMPORARILY EXEMPT,1
08/03/2022,18-20 Years,ACTIVE SINGLE ISSUE CASES,51
08/03/2022,18-20 Years,ASSIGNED JOB SEARCH,984
08/03/2022,18-20 Years,AWAITING CONCILIATION SCHED.,1
08/03/2022,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,41
